	327
hillhe	1
hills	10
hilt	3
hilts	5
hilts;	1
him	4893
him;	269
himand	1
himevery	1
himfor	1
himhath	1
himlet	2
himno	1
himprivily	1
himself	414
himself;	25
himselfshall	1
himselfwhich	1
himtheres	1
himthough	1
himwhich	1
hinc	1
hind	8
hind;	1
hinder	14
hindered	1
hinders	1
hindmost	2
hindmost;	1
hindred	7
hindring	1
hinds	8
hinge	2
hinges	2
hint	7
hint;	1
hip	8
hippd	1
hips	3
hips;	2
hird	3
hird;	1
hire	16
hire;	2
hired	4
his	6304
his;	16
hiss	10
hissd	1
hisses	1
hissing	2
hist	1
histent	1
historicalpastoral	1
history	19
history;	2
hit	58
hither	266
hither;	24
hitherI	1
hitherto	9
hitherward	5
hitherwards	1
hitherwards;	1
hits	8
hits;	1
hitting	1
hive	6
hives	1
hizzing	1
ho	170
hoa	4
hoar	6
hoard	4
hoarded	2
hoarding	2
hoars	1
hoarse	5
hoaryheaded	1
hobbyhorse	7
hobbyhorses	1
hobnails	2
hoc	2
hod	1
hodgepudding	1
hog	5
hog;	1
hogs	1
hogs;	1
hogshead	5
hogsheads	1
hoise	1
hoist	4
hoisted	2
hold	367
hold;	7
holdbad	1
holddoor	1
holdeth	2
holding	14
holdinganchor	1
holds	73
holdst	3
hole	26
holes	7
holidam	1
holidame	2
holiday	12
holiday;	1
holidays	1
holidaytime	1
holier	2
holiest	1
holily	2
holily;	1
holiness	5
holiness;	1
holla	1
hollad	1
holland	2
holloa	1
holloaing	1
hollow	45
hollow;	1
holloweyd	1
hollowhearted	1
hollowly	2
hollowness	3
holly	2
holp	17
holpst	2
holy	180
holy;	2
holycruel	1
homage	17
homager	1
home	302
home;	28
homebred	2
homely	15
homes	1
homes;	1
homespuns	1
homeward	4
homeward;	1
homewards	1
homicide	2
homicide;	2
homicides;	1
homily	1
hominem	1
hommes	1
homo	1
honest	262
honest;	9
honester	5
honestest	1
honesthearted	1
honestly	5
honestly;	2
honestnaturd	1
honesttrue	1
honesty	78
honesty;	7
honestys	1
honey	31
honeybag	3
honeycomb	1
honeyd	1
honeyheavy	1
honeying	1
honeyless	1
honeymouthd	1
honeyseed	1
honeyseed;	1
honeystalks	1
honeysuckle	2
honeysuckles	1
honeysweet	3
honeytongued	1
honneur	4
honor	36
honorable	17
honorabledangerous	1
honorably	1
honorato	1
honord	5
honorificabilitudinitatibus;	1
honors	11
honour	536
honour;	19
honoura	1
honourable	100
honourable;	1
honourably	5
honourably;	1
honourd	30
honoured	7
honourest	1
honourflawd	1
honourgiving	1
honourible	1
honouring	1
honourowing	1
honours	90
honours;	2
hoo	2
hood	4
hooded	2
hoodmanblind	1
hoods	1
hoodwink	3
hoodwinkd	3
hoof	1
hoof;	1
hoofs	4
hook	10
hooknosd	1
hooks	3
hoop	6
hoops	1
hoops;	1
hoot	1
hooted	2
hooting	1
hoots	1
hop	5
hopd	4
hopdfor	2
hope	343
hope;	7
hopeful	9
hopehe	1
hopeless	5
hopes	52
hopes;	5
hopest	1
hopethat	1
hoping	4
hopst	1
horizon	1
horn	30
horn;	3
horna	1
hornbeasts	1
hornbook	1
horned	4
horning	1
hornmad	3
hornmaker;	1
hornpipes	1
hornring	1
horns	46
horns;	4
horologe	1
horrible	21
horrible;	1
horribly	6
horrid	15
horrider	1
horridly	2
horridyet	1
horror	14
horror;	1
horrors	4
horrors;	1
horsd	3
horse	201
horse;	18
horseback;	2
horsebackbreaker	1
horsed	1
horsedrench	1
horsehairs	1
horseleeches	1
horseman	1
horsemans	1
horsemanship	2
horsemen	11
horsepiss	1
horses	59
horses;	3
horsesa	1
horseshoe;	1
horsestealer;	1
horsetail	1
horseway	1
horum	2
horum;	1
hose	20
hose;	2
hospitable	3
hospital	1
hospitality	1
host	62
host;	3
hostage	2
hostages	4
hostess	26
hostess;	2
hostessship	1
hostile	4
hostility	2
hostility;	1
hosts	2
hot	141
hot;	6
hotblooded	2
hotbloods	1
hothouse	1
hotly	4
hotter	5
hottest	2
hound	11
hound;	1
hounds	20
hounds;	2
hour	290
hour;	8
hourglass	1
hourglass;	1
hourly	20
hours	141
hours;	7
housd	4
house	487
house;	29
houseeaves	1
household	15
household;	1
householder;	1
householders	1
households	4
houseif	1
housekeeper	2
housekeepers	1
housekeeping	3
houseless	2
houses	29
houses;	2
housewife	6
housewife;	1
housewifery	2
housewives	2
hovel	5
hovel;	2
hovelpost	1
hover	2
hovered	1
hovering	1
hovers	1
how	986
how;	3
howbeit	1
howeer	4
however	3
howl	9
howld	5
howled	1
howlets	1
howling	10
howls	2
howlst	1
howsoeer	4
howsoever	7
howsomeer	2
hoxes	1
huddled	1
huddling	1
hue	24
hue;	2
hues	1
hug	5
huge	34
hugely	2
hugeness	1
huggd	1
huggermugger	1
hugs	1
hujus	1
hulk	3
hulks	1
hull	2
hulling	1
hum	7
human	25
humane	6
humanely;	1
humanity	9
humble	61
humble;	2
humblebee	6
humblebees	1
humbled	9
humblemouthd;	1
humbleness	7
humbler	2
humbler;	1
humbles	1
humblest	2
humblevisagd	1
humbly	53
humidity	1
humidity;	1
humility	13
humility;	4
humming	1
humor	10
humorous	11
humorous;	1
humors	2
humour	85
humour;	1
humourd	2
humourists	1
humourletter;	1
humours	30
humours;	4
hums	3
hundred	111
hundred;	2
hundredpound	1
hundreds	2
hung	21
hunger	12
hunger;	1
hungerly	3
hungers	1
hungerstarved	1
hungry	24
hunt	31
hunt;	1
hunted	6
hunter	4
hunters	7
hunteth	1
hunting	15
hunting;	1
huntress	1
hunts	2
huntsman	4
huntsmen	4
huntsup	1
hurdle	1
hurl	10
hurld	2
hurling	1
hurls	1
hurly	4
hurlyburly	1
hurlyburlys	1
hurricano	1
hurricanoes	1
hurried	5
hurries	2
hurry	3
hurt	86
hurt;	3
hurtled	1
hurtless	1
hurtling	1
hurts	13
husband	269
husband;	16
husbanded	4
husbandless	1
husbandry	14
husbands	61
husbands;	2
hush	10
hushd	6
hushes	1
husks	5
huswife	7
huswifes	2
hutch	1
hydra	1
hyen	1
hymn	4
hymn;	1
hymns	4
hyperboles	2
hyperbolical	2
hypertext	2
hypocrisy	4
hypocrisy;	1
hypocrite	6
hypocrite;	1
hypocrites	1
hyssop	1
i	310
iaculis	1
ibat	3
ice	13
ice;	4
icebrooks	1
ici	1
icicle	2
icicles	3
icy	6
idea	2
ideas	1
idem	1
ides	7
idiot	8
idiot;	1
idiots	2
idle	63
idle;	2
idleheaded	1
idleness	13
idleness;	1
idles	1
idly	16
idol	8
idolatrous	1
idolatry	6
ield	1
if	1838
ifLord	1
ifaith	1
ifaith;	1
ifs	1
ift	5
ignis	1
ignoble	9
ignobly	4
ignominious	3
ignominy	1
ignomy	1
ignorance	35
ignorance;	4
ignorant	48
ii	3
iiii	1
il	7
ilbow	1
ild	1
ill	212
ill;	7
illbeseeming	4
illboding	2
illbreeding	1
illcomposed	1
illdispersing	1
illdisposd	2
illdivining	1
illdoing	1
illegitimate	2
illerected	1
illfavourd	7
illfavoured	1
illfavouredly	3
illheaded;	1
illinhabited	1
illiterate	1
illness	1
illnurturd	1
illroasted	1
illrooted	1
ills	9
illseeming	1
illshaped	1
illsheathed	1
illstarrd	1
illtaen	1
illtemperd	2
illtuned	1
illume	1
illuminate	1
illumind	1
illumineth	1
illusd	1
illused	1
illusion	3
illusions	2
illustrate	2
illustrated;	1
illustrious	5
illuttering	1
illwell	1
illwresting	1
ils	1
im	1
image	45
imagery	1
images	9
images;	2
imaginary	8
imagination	25
imaginations	4
imagind	7
imagine	18
imagining	1
imaginings	1
imbar	1
imbecility	1
imbrue	2
imitate	11
imitated	2
imitation	4
imitations	1
immaculate	5
immanity	1
immask	1
immaterial	1
immediacy	1
immediate	13
immediately	13
imminence	1
imminent	7
immoderate	1
immodest	5
immortal	22
immortal;	1
immortalizd	1
immortally	1
immurd	2
immured	4
immures	1
imp	4
impaint	1
impair	3
impale	1
impaled	1
impanelled	1
impart	11
imparted	1
impartial	3
impartial;	1
impartment	1
impasted	1
impatience	16
impatience;	2
impatient	16
impatiently	2
impawn	1
impawnd	2
impeach	10
impeachd	1
impeached	1
impeachment	1
impeachment;	1
impeachments	1
impedes	1
impediment	14
impediment;	1
impediments	7
impenetrable	1
imperator	1
imperceiverant	1
imperfect	6
imperfection	1
imperfection;	1
imperfections	4
imperfectly	1
imperial	22
imperious	12
imperiously	1
impertinency	1
impertinent	2
impeticos	1
impetuosity	1
impetuous	2
impieties	1
impiety	5
impiety;	1
impious	6
implacable	1
implements	2
implications	1
implied	1
implies	1
implorators	1
implord	1
implore	5
impond	2
import	19
import;	1
importance	5
importancy	1
important	7
important;	1
importantly	1
imported	1
importeth	1
importing	5
importless	1
imports	9
importunacy	2
importunate	6
importund	7
importune	11
importunes	3
importunity	2
importunity;	1
imposd	2
impose	8
imposed	2
imposition	6
imposition;	1
impositions	1
impossibilities	2
impossibility	5
impossible	34
impossible;	3
imposthume	2
impostor	3
impotence	1
impotent	4
impounded	1
impregnable	3
impregnable;	1
imprese	1
impress	6
impressd	3
impressed	2
impressest	1
impression	10
impressure	3
imprimendum	1
imprint	1
imprinted	1
imprison	3
imprisond	5
imprisond;	1
imprisoned	4
imprisoning	1
imprisonment	15
imprisonment;	1
imprisont	1
improbable	1
improve	1
improvident	1
impudence	3
impudency	1
impudent	8
impudently	1
impudique	1
impugn	1
impugns	1
impure	1
imputation	7
impute	3
in	9815
in;	46
inMargaret	1
inaccessible	2
inaccurate	1
inadoor	1
inaidable	1
inaudible	1
inauspicious	1
incaged	2
incantations	1
incapable	3
incapable;	1
incardinate	1
incarnadine	1
incarnate	2
incarnation;	1
incensd	10
incense	10
incensed	9
incensement	1
incensing	1
incertain	5
incertainties	1
incertainty	1
incessant	5
incessantly	1
incest	2
incestuous	5
inch	16
incharitable	1
inches	11
inchmeal	1
incidency	1
incident	3
incision	6
incite	4
incites	1
incivil	1
incivility	1
inclination	7
inclination;	4
inclind	14
incline	7
incline;	1
inclined	1
inclines	1
inclining	6
inclinst	1
inclips	1
include	1
included	2
includes	2
including	4
inclusive	2
incomparable	2
incomparable;	2
incomplete	1
incomprehensible	1
inconsiderate	2
inconstancy	4
inconstant	11
incontinency	2
incontinency;	1
incontinent	6
incontinently	1
inconvenience	1
inconveniences	1
inconvenient	1
incony	2
incorporate	9
incorpsd	1
incorrect	1
increasd	1
increase	24
increase;	3
increases	1
increaseth	2
increasing	6
increasing;	1
incredible	1
incredulous	2
incur	6
incurable	4
incurrd	2
incurred	1
incursions	2
indebted	2
indeed	335
indeed;	22
indemnify	1
indent	2
indented	1
indenture	2
indentures	4
index	4
indexes	1
indicate	1
indict	1
indicted	1
indictment	4
indifferency	2
indifferent	14
indifferently	5
indigent	1
indigest	3
indigested	1
indign	1
indignation	11
indignations	1
indigne	1
indignities	4
indignity	6
indirect	8
indirection	2
indirections	1
indirectly	9
indiscreet	2
indiscretion	2
indisposd	1
indisposition	1
indissoluble	1
indistinct	2
indistinguishable	1
indistinguishd	1
indited	2
individable	1
indrenchd	1
indubitate	1
inducd	2
induce	3
induced	2
inducement	3
induction	2
inductions	1
indue	1
indued	3
indues	1
indulgence	2
indulgences	1
indulgent	1
indurance	1
industrious	2
industriously	1
industry	7
industry;	1
inequality;	1
inevitable	3
inevitable;	1
inexecrable	1
inexorable	2
inexplicable	1
infallible	4
infallible;	1
infallibly	2
infamonize	1
infamous	2
infamy	11
infamy;	1
infancy	9
infancy;	2
infant	17
infant;	1
infantheaven	1
infantlike	1
infants	12
infect	16
infected	17
infected;	2
infection	20
infections	1
infectious	5
infectious;	1
infectiously	1
infects	2
infer	4
inference	1
inferior	9
inferiors	1
infernal	3
inferrd	3
infest	1
infidel	3
infidels	1
infinite	38
infinitely	4
infinitely;	1
infinitive	1
infirm	3
infirmities	4
infirmity	14
infixed	1
infixing	1
inflamd	2
inflame	4
inflaming	2
inflammation	1
inflict	1
infliction	1
influence	9
influence;	1
influences	2
infold	3
inform	20
informal	1
information	7
informations	1
informd	14
informdwith	1
informed	3
informer	1
informs	1
infortunate	1
infringd	1
infringe	5
infringed	1
infringement	1
infusd	1
infuse	2
infused	2
infusion	1
infusion;	1
ing	1
ingener	1
ingenious	10
ingeniously	1
inglorious	1
ingots	1
ingraft	1
ingrate	4
ingrated	1
ingrateful	10
ingratitude	17
ingratitude;	1
ingratitudes	1
ingredient	2
ingredients	2
inhabit	9
inhabitable	1
inhabitants	2
inhabits	1
inhabityou	1
inhearse	1
inhearsed	1
inherent	1
inherit	15
inheritance	12
inherited	3
inheritor	4
inheritors	2
inheritrix	1
inherits	2
inhibited	2
inhibition	1
inhoopd	1
inhuman	7
iniquities	1
iniquity	5
iniquitys	1
initiate	1
injointed	1
injunction	2
injunction;	1
injunctions	2
injurd	4
injure	1
injurer	1
injuries	22
injuries;	1
injurious	8
injury	27
injury;	3
injustice	8
ink	25
ink;	2
inkhorn	3
inkle	1
inkles	1
inkling	2
inky	3
inlaid	1
inland	5
inlay	1
inly	4
inmost	2
inn	7
inn;	1
inner	1
innkeeper	1
innocence	19
innocence;	3
innocency	5
innocent	50
innocents	4
innovation	3
innovator	1
innumerable	1
inoculate	1
inordinate	2
inquird	2
inquire	12
inquiry	1
inquisition	2
inquisitive	2
inroads	1
ins	32
insane	1
insanie	1
insatiate	4
insconce	1
inscribd;	1
inscription	1
inscriptions	1
inscrolld	1
inscrutable	1
insculpd	1
insculpture	1
insensible	2
insensible;	1
inseparable	2
inseparate	1
insert	2
inserted	1
inset	1
inshelld	1
inshippd	1
inside	6
insinewed	1
insinuate	5
insinuateth	1
insinuating	4
insinuation	2
insisted	1
insociable	2
insolence	13
insolence;	1
insolent	7
insolent;	1
insomuch	1
inspiration	3
inspirations;	1
inspird	5
inspired	3
installd	2
installd;	1
installed	1
instalment	2
instance	21
instance;	2
instances	5
instances;	2
instant	60
instant;	1
instantly	21
instantly;	2
instate	1
instead	13
insteeped	1
instigate	1
instigated	1
instigation	3
instigations	1
instigator	1
instinct	15
institute	2
institutions	1
instruct	23
instructed	5
instruction	13
instruction;	1
instructions	7
instructions;	1
instructs	4
instrument	33
instrument;	3
instrumental	1
instruments	28
insubstantial	1
insufficience	1
insufficiency	2
insult	3
insulted	1
insulting	7
insultment	1
insults	1
insupportable	3
insuppressive	1
insurrection	4
insurrections	2
int	74
int;	10
integritas	1
integrity	18
integrity;	1
intellect	4
intellects	1
intellectual	2
intelligence	24
intelligence;	2
intelligencer	1
intelligencer;	1
intelligencing	1
intelligent	3
intelligis	1
intelligo	1
intemperance	2
intemperate	2
intend	48
intend;	2
intended	16
intended;	1
intendeth	1
intending	1
intendment	3
intends	13
intends;	1
intendst	1
intenible	1
intent	48
intent;	1
intention	2
intentively	1
intents	19
intents;	1
intentspeak	1
inter	4
intercept	4
intercepted	4
intercepter	1
interception	1
intercepts	1
intercession	6
intercessors	1
interchained	1
interchangd	1
interchange	5
interchange;	1
interchangeably	4
interchangement	1
interchanging	2
interdiction	1
interest	26
interest;	2
intergatories	2
intergatory	1
interim	11
interims	1
interior	3
interjections	1
interjoin	1
interlude	4
intermingle	2
intermission	3
intermission;	1
intermissive	1
intermit	1
intermixd	1
intermixed	1
internet	1
internethart@vmdcsouiucedu	1
internetvmdcsouiuceduHart	1
interpose	2
interposer	1
interposes	1
interpret	6
interpretation	3
interpreted	1
interpreted;	1
interpreter	9
interpreters	2
interprets	1
interrd	3
interrd;	2
interred	3
interrogatories	2
interrupt	4
interrupted	3
interrupter	1
interruptest	1
interruption	3
interrupts	1
intertissued	1
intervallums	1
interview	5
intestate	1
intestine	2
intil	1
intimate	3
intimation	1
intitled	1
intituled	1
into	552
intolerable	8
intot	4
intoxicates	1
intreasured	1
intreat	1
intrenchant	1
intrenchd	1
intrest	2
intrest;	1
intricate	1
intrim	1
intrinse	1
intrinsicate	1
intrude	2
intruder	2
intruding	1
intrusion	3
intrusion;	1
inundation	3
inundation;	1
inure	1
inurnd	1
invade	2
invades	1
invasion	1
invasive	1
invectively	1
invectives	1
inveigled	1
invent	7
invented	2
invention	28
invention;	2
inventions	2
inventor	1
inventorially	1
inventoried	1
inventors	1
inventory	6
invert	2
invest	7
invested	4
investments	2
inveterate	4
invincible	4
inviolable	3
invised	1
invisible	29
invisible;	1
invitation;	1
invite	17
invited	8
invites	4
inviting	5
invocate	3
invocation	4
invoke	1
invoked	1
invulnerable	3
inward	28
inwardly	3
inwardness	1
inwards	2
inyour	1
ipse	2
irae	1
ire	4
ireful	4
irks	3
irksome	3
iron	40
iron;	2
irons	7
ironwitted	1
irreconcild	1
irrecoverable;	1
irregular	3
irregulous	1
irreligious	3
irremovable	1
irresolute	1
irrevocable	3
is	8250
is;	48
ish	6
island	30
island;	2
islander	1
islanders	5
islands	4
isle	34
isle;	2
isleIll	1
isles	1
issud	1
issue	107
issue;	2
issued	5
issueless	1
issueless;	1
issues	9
issues;	1
issuing	3
ist	113
ist;	1
ista	1
isthese	1
isto	1
it	6514
it;	213
itCome	1
ita	1
itas	1
itch	6
itch;	1
itchd	1
itches	1
itching	2
item	3
items	1
iteration	3
itit	1
itmy	1
its	29
itself	223
itself;	13
itshall	1
itthat	1
itwell	1
ivory	2
ivory;	1
ivy	4
iwis	1
jacet	1
jack	3
jackanape	1
jackanapes	4
jackdog	1
jacknape;	1
jacks	4
jacks;	1
jackslave	1
jade	10
jade;	1
jaded	3
jades	13
jades;	1
jai	1
jail	2
jail;	1
jakes	1
jangled	1
jangling	1
jangling;	1
japprenne	1
jar	7
jarring	4
jars	7
jars;	1
jaunce	1
jauncing	2
jaundice	1
jaundies	1
jaw;	1
jawbone	1
jaws	9
jaws;	2
jay	3
jays	2
je	19
jealous	45
jealous;	3
jealousies	11
jealousy	33
jealousy;	2
ject	1
jeer	1
jeering	1
jelly	3
jeopardy	1
jerkin	9
jerkin;	2
jerkins	2
jerks	1
jesses	1
jest	95
jest;	8
jested	1
jester	8
jesters	1
jesting	4
jesting;	1
jests	15
jests;	3
jet	9
jets	1
jewel	54
jewel;	3
jeweld	1
jeweller	2
jewels	27
jewish	1
jig	5
jig;	1
jigand	1
jigging	1
jigmaker	1
jills	1
jingling	1
jocund	7
jocund;	1
jog	1
jogging	1
john	3
join	51
joind	20
joind;	1
joinder	1
joindstool	2
joindstools	1
joined	2
joiner	5
joineth	1
joins	1
joinst	2
joinstools	1
joint	19
jointed	2
jointing	1
jointlabourer	1
jointly	4
jointress	1
jointring	1
joints	16
joints;	2
jointservant	1
jointstool	1
jointure	5
jollity	6
jolly	9
jolthead;	1
joltheads	1
jordan	2
jot	17
jot;	4
joublie	2
jour	3
journal	2
journey	26
journeybated	1
journeying	1
journeyman	1
journeymen	1
journeys	4
jovial	2
jowl	2
jowls	1
joy	177
joy;	9
joyd	1
joyed	1
joyful	31
joyfully	3
joyless	2
joyous	2
joys	28
joys;	1
judgd	7
judge	76
judge;	4
judged	1
judgement	16
judges	11
judgest	2
judging	1
judgment	92
judgment;	6
judgmentday	2
judgments	14
judicious	3
juggle	1
juggled	1
juggler	3
jugglers	1
juggling	5
jugs	1
juice	7
julianc@netcomcom	1
jump	13
jumpeth	1
jumping	1
jumps	5
junkets	1
jure	1
jurement	1
jurisdiction	2
juror	1
jurors	1
jury	2
just	121
just;	4
justborne	1
justest	1
justice	134
justice;	7
justicelike	1
justicer	3
justicers	1
justices	9
justification	1
justified	4
justify	6
justify;	1
justifyt	1
justle	2
justled	1
justles	1
justling	1
justly	24
justly;	2
justness	1
justs	1
juttingout	1
jutty	2
juvenal	6
juvenal;	1
kam	1
kecksies	1
keech	1
keel	3
keels	1
keen	22
keen;	1
keenedgd	1
keenness	1
keep	420
keep;	2
keeper	9
keeperback	1
keepers	10
keepest	3
keeping	19
keeps	67
keeps;	1
keepst	8
keept	1
ken	6
kennel	5
kennel;	1
kept	91
kept;	3
keptst	1
kerchief	3
kern	2
kernal	1
kernel	3
kernels	2
kerns	7
kersey	3
kettle	1
kettledrum	1
key	25
key;	4
keycold	1
keyhole;	1
keys	13
keys;	2
kibe	2
kibes	2
kick	2
kick;	1
kickd	1
kickd;	1
kicked	1
kickshaws	1
kickshawses	1
kickywicky	1
kidfox	1
kidney	1
kill	185
killcourtesy	1
killd	112
killd;	1
killdst	1
killed	7
killeth	2
killing	15
kills	25
killst	6
kilnhole	2
kin	32
kin;	1
kind	261
kind;	4
kinder	6
kindest	3
kindhearted	1
kindle	8
kindled	5
kindless	1
kindlier	1
kindling	2
kindly	31
kindly;	3
kindness	46
kindness;	4
kindnesses	4
kindred	25
kindred;	2
kindreds	4
kinds	6
kindst	1
kine	1
king	334
king;	23
kingbecoming	1
kingd	2
kingdom	88
kingdom;	3
kingdoms	33
kingkiller	1
kingly	25
kinglypoor	1
kingnow	1
kingperhaps	1
kings	123
kings;	7
kingsdisarm	1
kinred	1
kinsman	42
kinsman;	2
kinsmanmost	1
kinsmans	3
kinsmen	15
kinswoman	2
kinswoman;	1
kirtle	1
kiss	176
kiss;	8
kissd	25
kissd;	1
kissed	3
kisses	31
kissing	20
kissingcomfits	1
kitchen	3
kitchend	1
kitchenmaid	1
kitchens	2
kitchenvestal	1
kitchenwench	1
kite	7
kites	9
kitten	1
kittend	1
kllld	1
knack	2
knacks;	1
knappd	2
knave	155
knave;	10
knaveFord	1
knaveries	4
knavery	15
knaves	51
knaves;	1
knavish	7
knavry	1
knead	1
kneaded	1
kneading	2
knee	62
knee;	1
kneecrooking	1
kneedeep	1
kneel	51
kneel;	2
kneeld	9
kneeling	4
kneels	12
knees	48
knees;	3
knell	11
knew	154
knewest	1
knewst	7
knife	51
knife;	1
knifes	2
knight	102
knight;	14
knighted	4
knighterrant	1
knighthood	9
knighthoods	1
knighthoodyea	1
knightly	5
knights	31
knights;	1
knit	29
knit;	2
knits	4
knitters	1
knitteth	1
knives	10
knobs	1
knock	53
knock;	1
knockd	10
knocking	14
knocks	19
knocks;	1
knog	3
knolld	3
knot	25
knot;	2
knotgrass	1
knots	7
knots;	1
knotted	2
knotty	2
knottypated	1
know	1549
know;	20
knower	1
knower;	1
knowest	24
knowing	30
knowing;	1
knowingly	2
knowings	1
knowledge	75
knowledge;	1
knowmy	1
known	177
known;	7
knows	203
knows;	2
knowst	60
knowst;	1
knowt	18
lAnglais	2
la	50
label	2
labelld	1
labor	7
labord	2
laboring	2
labors	2
labour	72
labour;	6
labourd	11
laboured	4
labourer	1
labourers	1
labouring	11
labours	11
laboursome	2
labourst	1
labras	1
labyrinth	2
lacd	4
lacd;	1
lace	6
laced	1
laces	1
lack	92
lack;	1
lackbrain	1
lackd	14
lacked	3
lackey	7
lackeying	1
lackeys	4
lacking	6
lacklinen	1
lacklove	1
lacklustre	1
lacks	15
lackst	3
lad	27
lad;	1
ladder	19
lade	1
laden	2
ladies	101
ladies;	3
lading	2
lads	22
lads;	1
lady	475
lady;	30
ladybird	1
ladyinwaiting	1
ladys	61
ladyship	36
ladyship;	2
ladyships	6
ladysmocks	1
lag	4
lagend	1
lagging	1
laid	81
laid;	5
laidst	1
laidthere	1
lain	3
laissez	2
lake	4
lake;	1
lakes	1
lakin	2
lamb	31
lamb;	3
lambkin	1
lambkins	1
lambs	13
lambskins	1
lamd	2
lame	14
lamely	4
lameness	2
lament	18
lament;	2
lamentable	13
lamentably	2
lamentation	9
lamentation;	1
lamentations	1
lamented	6
lamenting	6
laments	5
laments;	1
lamentst	1
lames	1
laming	1
lamour	1
lamp	8
lamp;	1
lampass	1
lamps	5
lancd	1
lance	11
lance;	2
lances	9
lanceth	1
lanchd	1
land	188
land;	13
landdamn	1
landed	15
landing	1
landless	1
landlord	2
landmen	1
landrakers	1
landrats	1
lands	54
lands;	4
landservice	1
landthieves	1
lane	8
lane;	1
lanes	4
langage	1
language	33
language;	2
languageless	1
languages	4
langues	1
languish	5
languish;	1
languishd	1
languished	1
languishes	2
languishing	1
languishings	1
languishment	1
languor	1
lank	2
lankd	1
lanklean	1
lantern	7
lantern;	1
lanterns	1
lanthorn	8
lap	21
lapis	1
lapis;	1
lappd	2
laps	2
lapsd	1
lapse	2
lapsed	1
lapsing	1
lapwing	4
laquais	1
larded	2
larder	1
lards	2
large	69
largely	3
largeness	1
largeness;	1
larger	5
largess	5
largest	1
lark	24
larks	3
larron	1
larum	2
larumbell	1
larums	2
lascivious	10
lash	4
lashd	1
lass	7
lasses	1
lasslorn;	1
last	245
last;	9
lasted	2
lastfull	1
lasting	12
lasting;	1
lastly	5
lasts	5
latch	2
latchd	1
latches	1
late	180
late;	11
lated	2
latedeceased	1
latedisturbed	1
lately	29
lately;	1
later	3
latest	16
latewalking	1
lath	4
lath;	1
latten	1
latter	16
latterborn	1
lattice	3
laud	3
laudable	2
laudis	1
laugh	80
laugh;	3
laughable	1
laughd	26
laughed	4
laugher	2
laughing	14
laughingstocks	1
laughs	8
laughst	1
laughter	27
